name,part_url,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
LG 34WQ60C-B,https://pcpartpicker.com/product/YqQKHx/lg-34wq60c-b-340-3440-x-1440-60-hz-curved-monitor-34wq60c-b,296.99,34,"3440,1440",60,5,IPS,21:9
ASRock Phantom Gaming OLED PGO32UFS,https://pcpartpicker.com/product/3wVfrH/asrock-phantom-gaming-oled-pgo32ufs-315-3840-x-2160-240-hz-monitor-pgo32ufs,,31.5,"3840,2160",240,0.03,WOLED,16:9
Asus TUF Gaming VG32UQA1A,https://pcpartpicker.com/product/sF88TW/asus-tuf-gaming-vg32uqa1a-315-3840-x-2160-160-hz-monitor-90lm08l0-b019b0,616,31.5,"3840,2160",160,,VA,16:9
Pixio PX248 Wave,https://pcpartpicker.com/product/n3hv6h/pixio-px248-wave-238-1920-x-1080-200-hz-monitor-px248wave,131.98,23.8,"1920,1080",200,1,IPS,16:9
Pixio PX246 Wave,https://pcpartpicker.com/product/fTnXsY/pixio-px246-wave-240-1920-x-1080-120-hz-monitor-810166730679,125.99,24,"1920,1080",120,4,IPS,16:9
Asus TUF GAMING VG27WQ,https://pcpartpicker.com/product/DPYQzy/asus-tuf-gaming-vg27wq-270-2560x1440-165-hz-monitor-90lm05f0-b01eb0,,27,"2560,1440",165,,VA,16:9
Asus MG248QR,https://pcpartpicker.com/product/gGfhP6/asus-mg248qr-240-1920x1080-144hz-monitor-mg248qr,308.99,24,"1920,1080",144,1,TN,16:9
Dell E2423H,https://pcpartpicker.com/product/XpGhP6/dell-e2423h-238-1920-x-1080-60-hz-monitor-dell-e2423h,,23.8,"1920,1080",60,5,VA,16:9
LG 32GP83B-B,https://pcpartpicker.com/product/bZzhP6/lg-32gp83b-b-320-2560-x-1440-165-hz-monitor-32gp83b-b,449.99,32,"2560,1440",165,1,IPS,16:9
Gigabyte ‎M32UC,https://pcpartpicker.com/product/WchFf7/gigabyte-m32uc-315-3840-x-2160-160-hz-curved-monitor-m32uc-sa,,31.5,"3840,2160",160,2,VA,16:9
Samsung S39C,https://pcpartpicker.com/product/yQ7scf/samsung-s39c-270-1920-x-1080-75-hz-curved-monitor-ls27c392eanxgo,199.99,27,"1920,1080",75,4,VA,16:9
AOC Q27G2U/BK,https://pcpartpicker.com/product/KDmFf7/aoc-q27g2ubk-270-2560x1440-144-hz-monitor-q27g2ubk,,27,"2560,1440",144,,VA,16:9
Asus ROG SWIFT PG278Q,https://pcpartpicker.com/product/zj8Zxr/asus-monitor-90lm00u0b01370,,27,"2560,1440",144,1,TN,16:9
iiyama G-MASTER RED EAGLE,https://pcpartpicker.com/product/YQc48d/iiyama-g-master-red-eagle-270-2560x1440-144hz-monitor-gb2760qsu-b1,,27,"2560,1440",144,1,TN,16:9
Asus TUF Gaming VG289Q,https://pcpartpicker.com/product/7fVG3C/asus-tuf-gaming-vg289q-280-3840x2160-60-hz-monitor-90lm05b0-b011b0,,28,"3840,2160",60,5,IPS,16:9
HP X24ih,https://pcpartpicker.com/product/CChFf7/hp-x24ih-238-1920x1080-144-hz-monitor-2w924aaaba,,23.8,"1920,1080",144,1,IPS,16:9
Acer KB272 bi,https://pcpartpicker.com/product/kdLFf7/acer-kb272-bi-270-1920x1080-75-hz-monitor-umhx2aa009,,27,"1920,1080",75,,IPS,16:9
Samsung Odyssey G5,https://pcpartpicker.com/product/C8jRsY/samsung-odyssey-g5-270-2560-x-1440-144-hz-curved-monitor-lc27g55tqbnxza,,27,"2560,1440",144,,VA,16:9
Pixio PX278 Wave,https://pcpartpicker.com/product/NDDQzy/pixio-px278-wave-270-2560-x-1440-180-hz-monitor-px278waveb,209.99,27,"2560,1440",180,1,IPS,16:9
Asus TUF Gaming VG34VQEL1A,https://pcpartpicker.com/product/Yq9wrH/asus-tuf-gaming-vg34vqel1a-340-3440-x-1440-100-hz-curved-monitor-vg34vqel1a,,34,"3440,1440",100,,VA,21:9
Lenovo G24e-20,https://pcpartpicker.com/product/Zv6NnQ/lenovo-g24e-20-238-1920-x-1080-120-hz-monitor-66d7gcr1us,96,23.8,"1920,1080",120,,VA,16:9
Asus VG279QR,https://pcpartpicker.com/product/Dqytt6/asus-vg279qr-270-1920x1080-165-hz-monitor-vg279qr,199.99,27,"1920,1080",165,,IPS,16:9
Asus ROG Strix XG259CM,https://pcpartpicker.com/product/ZxzhP6/asus-rog-strix-xg259cm-245-1920x1080-240-hz-monitor-90lm07j0-b013b0,382,24.5,"1920,1080",240,1,IPS,16:9
Samsung Odyssey Neo G75NB,https://pcpartpicker.com/product/k2cG3C/samsung-odyssey-neo-g75nb-320-3840-x-2160-165-hz-curved-monitor-ls32bg752nnxgo,,32,"3840,2160",165,1,VA Mini LED,16:9
BenQ EX270M,https://pcpartpicker.com/product/bJ7scf/benq-ex270m-270-1920-x-1080-240-hz-monitor-ex270m,169.99,27,"1920,1080",240,,IPS,16:9
MSI Pro,https://pcpartpicker.com/product/HhCZxr/msi-pro-245-1920-x-1080-100-hz-monitor-pro-mp251,104.99,24.5,"1920,1080",100,4,IPS,16:9
Asus VA27DQF,https://pcpartpicker.com/product/DxtLrH/asus-va27dqf-270-1920-x-1080-100-hz-monitor-90lm06h1-b033b0,129,27,"1920,1080",100,,IPS,16:9
Philips Evnia,https://pcpartpicker.com/product/xNzXsY/philips-evnia-415-3840-x-2160-138-hz-monitor-42m2n8900,,41.5,"3840,2160",138,1,OLED,16:9
Samsung S33GC,https://pcpartpicker.com/product/3g6NnQ/samsung-s33gc-240-1920-x-1080-100-hz-monitor-ls24c332ganxza,170,24,"1920,1080",100,,IPS,16:9
Gigabyte AORUS FI27Q-P,https://pcpartpicker.com/product/Mqdrxr/gigabyte-aorus-fi27q-p-270-2560x1440-165-hz-monitor-aorus-fi27q-p,,27,"2560,1440",165,,IPS,16:9
KOORUI GP01,https://pcpartpicker.com/product/2VfxFT/koorui-gp01-238-2560-x-1440-165-hz-monitor-gp01,159.99,23.8,"2560,1440",165,1,IPS,16:9
MSI Optix MAG272CQR,https://pcpartpicker.com/product/w4YQzy/msi-optix-mag272cqr-270-2560x1440-165-hz-monitor-optix-mag272cqr,445.99,27,"2560,1440",165,1,VA,16:9
Acer Nitro VG242YP,https://pcpartpicker.com/product/c7Dkcf/acer-nitro-vg242yp-238-1920x1080-165-hz-monitor-umqv2eep01,,23.8,"1920,1080",165,1,IPS,16:9
Acer Predator XB273 GZ,https://pcpartpicker.com/product/8cXJ7P/acer-predator-xb273-gz-270-1920-x-1080-280-hz-monitor-umhx3aaz02,,27,"1920,1080",280,1,,16:9
Acer Predator CG48 bmiiiipuzx,https://pcpartpicker.com/product/XWP8TW/acer-predator-cg48-bmiiiipuzx-480-3840-x-2160-138-hz-monitor-cg48-bmiiiipuzx,,48,"3840,2160",138,0.01,OLED,16:9
Asus TUF Gaming VG279Q1R,https://pcpartpicker.com/product/PBVmP6/asus-tuf-gaming-vg279q1r-270-1920-x-1080-144-hz-monitor-vg279q1r,,27,"1920,1080",144,,IPS,16:9
Philips 27M2C5501/01,https://pcpartpicker.com/product/bdNYcf/philips-27m2c550101-270-2560-x-1440-180-hz-curved-monitor-27m2c550101,,27,"2560,1440",180,1,VA,16:9
LG 32UN650-W,https://pcpartpicker.com/product/hqvqqs/lg-32un650-w-315-3840x2160-60-hz-monitor-32un650-w,393,31.5,"3840,2160",60,5,IPS,16:9
Asus ROG Strix XG249CM,https://pcpartpicker.com/product/8kNxFT/asus-rog-strix-xg249cm-238-1920-x-1080-270-hz-monitor-90lm07k0-b01ab0,348,23.8,"1920,1080",270,1,IPS,16:9
Philips Evnia 34M2C8600,https://pcpartpicker.com/product/CDZXsY/philips-evnia-34m2c8600-340-3440-x-1440-175-hz-curved-monitor-34m2c8600,,34,"3440,1440",175,0.03,QD-OLED,21:9
Gigabyte GS27Q,https://pcpartpicker.com/product/4xWJ7P/gigabyte-gs27q-270-2560-x-1440-170-hz-monitor-gs27q,,27,"2560,1440",170,,IPS,16:9
LG 32GK650F-B,https://pcpartpicker.com/product/LyCD4D/lg-32gk650f-b-320-2560x1440-144-hz-monitor-32gk650f-b,,32,"2560,1440",144,5,VA,16:9
MSI G255PF E2,https://pcpartpicker.com/product/tgWJ7P/msi-g255pf-e2-245-1920-x-1080-180-hz-monitor-g255pf-e2,158,24.5,"1920,1080",180,1,IPS,16:9
MSI G27CQ4 E2,https://pcpartpicker.com/product/mVKscf/msi-g27cq4-e2-270-2560-x-1440-170-hz-curved-monitor-g27cq4-e2,,27,"2560,1440",170,,VA,16:9
Sceptre E225W-1920,https://pcpartpicker.com/product/6NGj4D/sceptre-monitor-e225w1920,,22,"1920,1080",60,5,TN,16:9
Apple LED Cinema,https://pcpartpicker.com/product/xjzv6h/apple-monitor-mc007lla,,27,"2560,1440",,12,IPS,16:9
AOC CQ32G1,https://pcpartpicker.com/product/2nZFf7/aoc-cq32g1-315-2560x1440-144-hz-monitor-cq32g1,,31.5,"2560,1440",144,1,VA,16:9
HP 24f,https://pcpartpicker.com/product/QkTzK8/hp-24f-238-1920-x-1080-60-hz-monitor-2xn60aaaba,,23.8,"1920,1080",60,5,IPS,16:9
Dell Alienware AW5520QF,https://pcpartpicker.com/product/KvRgXL/alienware-aw5520qf-550-3840-x-2160-120-hz-monitor-aw5520qf,,55,"3840,2160",120,0.5,OLED,16:9
Asus TUF Gaming VG24VQ,https://pcpartpicker.com/product/NKsnTW/asus-tuf-gaming-vg24vq-236-1920x1080-144-hz-monitor-90lm0570-b011b0,,23.6,"1920,1080",144,,VA,16:9
HP 25x,https://pcpartpicker.com/product/ftVmP6/hp-25x-245-1920-x-1080-144-hz-monitor-3wl50aaaba,,24.5,"1920,1080",144,1,TN,16:9
LG 32GQ850-B,https://pcpartpicker.com/product/VNt9TW/lg-32gq850-b-320-2560x1440-240-hz-monitor-32gq850-b,861.86,32,"2560,1440",240,1,IPS,16:9
LG 32GP750-B,https://pcpartpicker.com/product/Rcwypg/lg-32gp750-b-315-2560x1440-165-hz-monitor-32gp750-b,484.99,31.5,"2560,1440",165,1,IPS,16:9
AOC Q27V3,https://pcpartpicker.com/product/8PKscf/aoc-q27v3-270-2560-x-1440-75-hz-monitor-q27v3,160.99,27,"2560,1440",75,5,IPS,16:9
ViewEra V157TP,https://pcpartpicker.com/product/3nW9TW/viewera-monitor-v157tp,447.98,15,"1024,768",,12,,4:3
Asus ROG SWIFT PG278QR,https://pcpartpicker.com/product/cdcMnQ/asus-rog-swift-pg278qr-270-2560x1440-144hz-monitor-pg278qr,,27,"2560,1440",165,1,TN,16:9
LG 29WQ600-W,https://pcpartpicker.com/product/8VVmP6/lg-29wq600-w-290-2560x1080-100-hz-monitor-29wq600-w,291.99,29,"2560,1080",100,5,IPS,21:9
Dell P2219H,https://pcpartpicker.com/product/34JmP6/dell-p2219h-215-1920x1080-60-hz-monitor-p2219h,199.99,21.5,"1920,1080",60,5,IPS,16:9
BenQ EX2780Q,https://pcpartpicker.com/product/h8rYcf/benq-ex2780q-270-2560x1440-144-hz-monitor-ex2780q,,27,"2560,1440",144,5,IPS,16:9
Asus VA27EHE,https://pcpartpicker.com/product/bvqBD3/asus-va27ehe-270-1920x1080-75-hz-monitor-va27ehe,149,27,"1920,1080",75,,IPS,16:9
Gigabyte ‎G24F,https://pcpartpicker.com/product/Cnwypg/gigabyte-g24f-238-1920x1080-170-hz-monitor-g24f-sa,,23.8,"1920,1080",170,2,IPS,16:9
Samsung Odyssey G65B,https://pcpartpicker.com/product/Lc4Zxr/samsung-odyssey-g65b-320-2560-x-1440-240-hz-curved-monitor-ls32bg650euxxu,,32,"2560,1440",240,1,VA,16:9
Titan Army P27GR,https://pcpartpicker.com/product/JtP8TW/titan-army-p27gr-270-2560-x-1440-180-hz-monitor-p27gr,248.99,27,"2560,1440",180,1,IPS,16:9
Samsung Odyssey G50A,https://pcpartpicker.com/product/2GgFf7/samsung-odyssey-g50a-320-2560x1440-165-hz-monitor-ls32ag500pnxza,,32,"2560,1440",165,1,IPS,16:9
LG 24MP60G-B,https://pcpartpicker.com/product/Zp6p99/lg-24mp60g-b-240-1920x1080-75-hz-monitor-24mp60g-b,111.99,24,"1920,1080",75,5,IPS,16:9
Samsung C27F591,https://pcpartpicker.com/product/ZpH48d/samsung-monitor-c27f591,,27,"1920,1080",60,4,VA,16:9
LG 38CB99-W,https://pcpartpicker.com/product/jd97YJ/lg-38cb99-w-380-3840x1600-75hz-monitor-38cb99-w,,38,"3840,1600",75,5,IPS,12:5
Acer Nitro VG270U,https://pcpartpicker.com/product/ynn8TW/acer-nitro-vg270u-270-2560x1440-75-hz-monitor-umhv0ee007,,27,"2560,1440",75,1,IPS,16:9
Philips 273V7QJAB,https://pcpartpicker.com/product/vT8j4D/philips-273v7qjab-270-1920-x-1080-60-hz-monitor-273v7qjab,,27,"1920,1080",60,4,IPS,16:9
Acer KG241Q Pbiip,https://pcpartpicker.com/product/sf2bt6/acer-kg241q-pbiip-236-1920x1080-144-hz-monitor-kg241q-pbiip,,23.6,"1920,1080",144,1,TN,16:9
Lenovo ThinkVision S24e-10,https://pcpartpicker.com/product/QHXnTW/lenovo-thinkvision-s24e-10-238-1920x1080-60-hz-monitor-61cakcr1us,154,23.8,"1920,1080",60,,VA,16:9
Sceptre NEBULA C275B-QWN168W,https://pcpartpicker.com/product/DXNYcf/sceptre-nebula-c275b-qwn168w-270-2560-x-1440-165-hz-curved-monitor-c275b-qwn168w,,27,"2560,1440",165,,VA,16:9
MSI Pro MP2412,https://pcpartpicker.com/product/H4wmP6/msi-pro-mp2412-238-1920-x-1080-100-hz-monitor-9s6-3ba9ch-041,,23.8,"1920,1080",100,4,VA,16:9
Asus ROG Swift PG32UQXR,https://pcpartpicker.com/product/rRwmP6/asus-rog-swift-pg32uqxr-320-3840-x-2160-160-hz-monitor-90lm0833-b013b0,1010,32,"3840,2160",160,1,IPS,16:9
MSI Optix G273QPF,https://pcpartpicker.com/product/k9cG3C/msi-optix-g273qpf-270-2560x1440-165-hz-monitor-optix-g273qpf,233.33,27,"2560,1440",165,1,IPS,16:9
Dell S2721QS,https://pcpartpicker.com/product/xGmFf7/dell-s2721qs-270-3840x2160-60-hz-monitor-s2721qs,,27,"3840,2160",60,4,IPS,16:9
MSI MAG 275CQRXF,https://pcpartpicker.com/product/77ZXsY/msi-mag-275cqrxf-270-2560-x-1440-240-hz-curved-monitor-mag275cqrxf,,27,"2560,1440",240,1,VA,16:9
Samsung SJ55W,https://pcpartpicker.com/product/bJwkcf/samsung-sj55w-341-3440x1440-75-hz-monitor-ls34j550wqnxza,307,34.1,"3440,1440",75,4,VA,21:9
Asus ProArt Display PA328CGV,https://pcpartpicker.com/product/VX6p99/asus-proart-display-pa328cgv-320-2560x1440-165-hz-monitor-90lm06r1-b011b0,549,32,"2560,1440",165,5,IPS,16:9
Dell SE2422H,https://pcpartpicker.com/product/6Qnypg/dell-se2422h-240-1920x1080-75-hz-monitor-se2422h,,24,"1920,1080",75,5,VA,16:9
Philips 243V7QJABF/00,https://pcpartpicker.com/product/fWVmP6/philips-243v7qjabf00-238-1920-x-1080-75-hz-monitor-243v7qjabf00,,23.8,"1920,1080",75,4,IPS,16:9
Sceptre E248W-FPT,https://pcpartpicker.com/product/7MgQzy/sceptre-e248w-fpt-238-1920x1080-75-hz-monitor-e248w-fpt,129.97,23.8,"1920,1080",75,5,IPS,16:9
BenQ MOBIUZ EX2510,https://pcpartpicker.com/product/vcWBD3/benq-mobiuz-ex2510-245-1920x1080-144-hz-monitor-ex2510,,24.5,"1920,1080",144,2,IPS,16:9
Sceptre E275B-QPT168,https://pcpartpicker.com/product/QCcG3C/sceptre-e275b-qpt168-270-2560x1440-165-hz-monitor-e275b-qpt168,,27,"2560,1440",165,,IPS,16:9
MSI Optix G273QF,https://pcpartpicker.com/product/N3JgXL/msi-optix-g273qf-270-2560x1440-165-hz-monitor-optix-g273qf,,27,"2560,1440",165,1,IPS,16:9
KTC G27P6,https://pcpartpicker.com/product/pHsV3C/ktc-g27p6-265-2560-x-1440-240-hz-monitor-g27p6,,26.5,"2560,1440",240,0.03,OLED,16:9
Acer ED270R S3,https://pcpartpicker.com/product/72bRsY/acer-ed270r-s3-270-1920-x-1080-180-hz-curved-monitor-umhe0aa301,,27,"1920,1080",180,,VA,16:9
Cooler Master Tempest GP27Q,https://pcpartpicker.com/product/3r7scf/cooler-master-tempest-gp27q-270-2560-x-1440-165-hz-monitor-cmi-gp27-fqs-us,422.95,27,"2560,1440",165,,IPS QD-Mini LED,16:9
ASRock PG32QF2B,https://pcpartpicker.com/product/zBDQzy/asrock-pg32qf2b-315-2560-x-1440-165-hz-monitor-pg32qf2b,199.99,31.5,"2560,1440",165,,VA,16:9
Asus TUF GAMING VG279QL1A,https://pcpartpicker.com/product/9Y3mP6/asus-tuf-gaming-vg279ql1a-270-1920x1080-165-hz-monitor-vg279ql1a,251,27,"1920,1080",165,,IPS,16:9
Dell E1715SE,https://pcpartpicker.com/product/9yXJ7P/dell-e1715se-170-1280-x-1024-75-hz-monitor-e1715se,114.88,17,"1280,1024",75,5,TN,5:4
LG 24MK400H-B,https://pcpartpicker.com/product/bVzkcf/lg-24mk400h-b-240-1920-x-1080-75-hz-monitor-24mk400h-b,127.99,24,"1920,1080",75,1,TN,16:9
Acer EK220Q Abi,https://pcpartpicker.com/product/29LFf7/acer-ek220q-abi-215-1920x1080-75-hz-monitor-ek220q-abi,119.9,21.5,"1920,1080",75,5,VA,16:9
Asus VZ22EHE,https://pcpartpicker.com/product/cXJp99/asus-vz22ehe-214-1920-x-1080-75-hz-monitor-90lm0910-b014b0,88,21.4,"1920,1080",75,,IPS,16:9
LG 27UL500-W,https://pcpartpicker.com/product/dprYcf/lg-27ul500-w-270-3840x2160-60-hz-monitor-27ul500-w,,27,"3840,2160",60,5,IPS,16:9
LG 27GP83B-B,https://pcpartpicker.com/product/ZK7G3C/lg-27gp83b-b-270-2560x1440-165-hz-monitor-27gp83b-b,494.99,27,"2560,1440",165,1,IPS,16:9
Asus ROG Swift OLED PG48UQ,https://pcpartpicker.com/product/6QTp99/asus-rog-swift-oled-pg48uq-475-3840-x-2160-138-hz-monitor-pg48uq,,47.5,"3840,2160",138,0.1,OLED,16:9
Samsung ViewFinity S9,https://pcpartpicker.com/product/mvDQzy/samsung-viewfinity-s9-270-5120-x-2880-60-hz-monitor-ls27c900panxza,1054.99,27,"5120,2880",60,5,IPS,16:9
AOC E2270SWHN,https://pcpartpicker.com/product/TzVBD3/aoc-e2270swhn-215-1920x1080-60hz-monitor-e2270swhn,,21.5,"1920,1080",60,5,TN,16:9
Dell Alienware AW2521H,https://pcpartpicker.com/product/kDzhP6/alienware-aw2521h-245-1920x1080-360-hz-monitor-aw2521h,382.97,24.5,"1920,1080",360,1,IPS,16:9
LG 34WR50QC-B,https://pcpartpicker.com/product/Z4xxFT/lg-34wr50qc-b-340-3440-x-1440-100-hz-curved-monitor-34wr50qc-b,384.99,34,"3440,1440",100,5,VA,21:9
Samsung S24D300H,https://pcpartpicker.com/product/XnTrxr/samsung-monitor-s24d300h,,24,"1920,1080",60,2,TN,16:9
Acer Predator XB272 bmiprz,https://pcpartpicker.com/product/c3tQzy/acer-predator-xb272-bmiprz-270-1920x1080-240hz-monitor-xb272-bmiprz,,27,"1920,1080",240,1,TN,16:9
Acer XFA240 bmjdpr,https://pcpartpicker.com/product/LXMwrH/acer-xfa240-bmjdpr-240-1920x1080-144-hz-monitor-xfa240-bmjdpr,,24,"1920,1080",144,1,TN,16:9
Asus TUF GAMING VG32VQ,https://pcpartpicker.com/product/KBcRsY/asus-tuf-gaming-vg32vq-315-2560x1440-144-hz-monitor-vg32vq,,31.5,"2560,1440",144,1,VA,16:9
Sceptre C275B-144RN,https://pcpartpicker.com/product/3VqhP6/sceptre-c275b-144rn-270-1920x1080-144-hz-monitor-c275b-144rn,,27,"1920,1080",144,3,VA,16:9
Samsung Odyssey G9 Neo S49AG952N,https://pcpartpicker.com/product/cNxRsY/samsung-odyssey-g9-neo-s49ag952n-490-5120x1440-240-hz-monitor-ls49ag952nnxza,,49,"5120,1440",240,1,VA,32:9
Acer VG240YU Mbiipx,https://pcpartpicker.com/product/tQqNnQ/acer-vg240yu-mbiipx-238-2560-x-1440-180-hz-monitor-umqv0aam01,,23.8,"2560,1440",180,0.5,IPS,16:9
INNOCN 40C1U,https://pcpartpicker.com/product/kXFCmG/innocn-40c1u-400-5120-x-2160-100-hz-monitor-40c1u,729.99,40,"5120,2160",100,,IPS,64:27
Asus ROG Swift PG38UQ,https://pcpartpicker.com/product/nprqqs/asus-rog-swift-pg38uq-380-3840-x-2160-144-hz-monitor-pg38uq,849,38,"3840,2160",144,1,IPS,16:9
Gigabyte M32UP,https://pcpartpicker.com/product/fVWmP6/gigabyte-m32up-315-3840-x-2160-160-hz-monitor-m32up,,31.5,"3840,2160",160,,IPS,16:9
Sceptre U278W-4000R,https://pcpartpicker.com/product/fpsV3C/sceptre-u278w-4000r-269-3840-x-2160-70-hz-monitor-u278w-4000r,,26.9,"3840,2160",70,5,IPS,16:9
Asus ROG Strix XG256Q,https://pcpartpicker.com/product/D2vdnQ/asus-rog-strix-xg256q-245-1920-x-1080-180-hz-monitor-90lm07w0-b01ab0,238.99,24.5,"1920,1080",180,1,IPS,16:9
Asus ProArt Display PA278CV,https://pcpartpicker.com/product/MYTp99/asus-proart-display-pa278cv-270-2560-x-1440-75-hz-monitor-pa278cv,317.8,27,"2560,1440",75,5,IPS,16:9
LG 28MQ750-C,https://pcpartpicker.com/product/2bLdnQ/lg-28mq750-c-280-2560-x-2880-60-hz-monitor-28mq750-c,716.99,28,"2560,2880",60,5,Nano IPS,8:9
Pixio PX279 Wave,https://pcpartpicker.com/product/43bypg/pixio-px279-wave-270-1920-x-1080-240-hz-monitor-px279wave,189.99,27,"1920,1080",240,1,IPS,16:9
LG 24MP400-B,https://pcpartpicker.com/product/3M4Ycf/lg-24mp400-b-240-1920x1080-75-hz-monitor-24mp400-b,157.99,24,"1920,1080",75,5,IPS,16:9
HP Omen 32c,https://pcpartpicker.com/product/CrBzK8/hp-omen-32c-315-2560-x-1440-165-hz-curved-monitor-780k6aaaba,329.99,31.5,"2560,1440",165,1,VA,16:9
Acer KB242Y Abi,https://pcpartpicker.com/product/r692FT/acer-kb242y-abi-238-1920x1080-75-hz-monitor-umqk2aaa02,,23.8,"1920,1080",75,,VA,16:9
LG 24GQ50F-B,https://pcpartpicker.com/product/6wWzK8/lg-24gq50f-b-238-1920x1080-165-hz-monitor-24gq50f-b,192.99,23.8,"1920,1080",165,5,VA,16:9
Dell E1916HV,https://pcpartpicker.com/product/CZwqqs/dell-monitor-e1916hv,100.99,18.5,"1366,768",60,5,TN,16:9
LG UltraGear,https://pcpartpicker.com/product/Lb7p99/lg-ultragear-240-1920-x-1080-144-hz-monitor-24gl65b-b,219,24,"1920,1080",144,1,TN,16:9
Philips 243V5LSB,https://pcpartpicker.com/product/kXH48d/philips-monitor-243v5lsb,,23.6,"1920,1080",60,5,TN,16:9
Asus TUF Gaming VG258QM,https://pcpartpicker.com/product/LXPQzy/asus-tuf-gaming-vg258qm-245-1920x1080-280-hz-monitor-vg258qm,,24.5,"1920,1080",280,0.5,TN,16:9
Gigabyte M32Q,https://pcpartpicker.com/product/MXfnTW/gigabyte-m32q-315-2560x1440-170-hz-monitor-m32q,,31.5,"2560,1440",170,1,IPS,16:9
Asus VG259QR,https://pcpartpicker.com/product/T9LFf7/asus-vg259qr-245-1920x1080-165-hz-monitor-vg259qr,,24.5,"1920,1080",165,,IPS,16:9
Samsung Odyssey G55A,https://pcpartpicker.com/product/R9M48d/samsung-odyssey-g55a-270-2560x1440-165-hz-monitor-ls27ag550enxza,,27,"2560,1440",165,,VA,16:9
Dell S3222HG,https://pcpartpicker.com/product/2CTp99/dell-s3222hg-320-1920x1080-165-hz-curved-monitor-210-bbtt,,32,"1920,1080",165,,VA,16:9
BenQ SW321C,https://pcpartpicker.com/product/WqjBD3/benq-sw321c-315-3840-x-2160-60-hz-monitor-sw321c,14699.99,31.5,"3840,2160",60,5,IPS,16:9
Dell Alienware AW3821DW,https://pcpartpicker.com/product/NbCZxr/dell-alienware-aw3821dw-375-3840-x-1600-144-hz-curved-monitor-aw3821dw,,37.5,"3840,1600",144,1,IPS,12:5
Acer AOpen 24HC1QR,https://pcpartpicker.com/product/JM88TW/acer-aopen-24hc1qr-236-1920-x-1080-144-hz-curved-monitor-umuw1aap01,,23.6,"1920,1080",144,,VA,16:9
Gigabyte GS32Q,https://pcpartpicker.com/product/BkzXsY/gigabyte-gs32q-315-2560-x-1440-170-hz-monitor-gs32q,,31.5,"2560,1440",170,,IPS,16:9
LG UltraGear 27GR95UM-B,https://pcpartpicker.com/product/7wQKHx/lg-ultragear-27gr95um-b-270-3840-x-2160-160-hz-monitor-27gr95um-b,871.99,27,"3840,2160",160,1,IPS Mini LED,16:9
Acer Vero V7 V227Q E3,https://pcpartpicker.com/product/XvNYcf/acer-vero-v7-v227q-e3-215-1920-x-1080-100-hz-monitor-umwv7aa303,124.98,21.5,"1920,1080",100,4,IPS,16:9
Asus TUF Gaming VG328QA1A,https://pcpartpicker.com/product/b7CZxr/asus-tuf-gaming-vg328qa1a-315-1920-x-1080-170-hz-monitor-90lm08r0-b01eb0,241,31.5,"1920,1080",170,,VA,16:9
Pixio PX248 Wave,https://pcpartpicker.com/product/3JgZxr/pixio-px248-wave-240-1920-x-1080-200-hz-monitor-px248wavebe,143.99,24,"1920,1080",200,1,IPS,16:9
Lenovo Legion Y25g-30,https://pcpartpicker.com/product/jnHqqs/lenovo-legion-y25g-30-245-1920-x-1080-360-hz-monitor-66ccgac1us,,24.5,"1920,1080",360,,IPS,16:9
Acer XZ342CU S,https://pcpartpicker.com/product/TnGhP6/acer-xz342cu-s-340-3440-x-1440-165-hz-curved-monitor-umcx2aas01,380,34,"3440,1440",165,,VA,21:9
Acer Predator X45 bmiiphuzx,https://pcpartpicker.com/product/myqrxr/acer-predator-x45-bmiiphuzx-445-3440-x-1440-240-hz-curved-monitor-ummxxaa001,,44.5,"3440,1440",240,0.03,OLED,21:9
Pixio PX248 Wave,https://pcpartpicker.com/product/LvpQzy/pixio-px248-wave-238-1920-x-1080-200-hz-monitor-px248wavek,176.99,23.8,"1920,1080",200,1,IPS,16:9
Dell AW3418DW,https://pcpartpicker.com/product/c9qbt6/dell-aw3418dw-341-3440x1440-120hz-monitor-aw3418dw,,34.1,"3440,1440",120,4,IPS,21:9
Prism M27EQ,https://pcpartpicker.com/product/hYgQzy/prism-m27eq-270-2560x1440-165-hz-monitor-prism-m27eq-real165,,27,"2560,1440",165,1,TN,16:9
HP EliteDisplay E233,https://pcpartpicker.com/product/vCTPxr/hp-elitedisplay-e233-230-1920x1080-60-hz-monitor-1fh46a8,,23,"1920,1080",60,,IPS,16:9
Acer Nitro XZ272U Pbmiiphx,https://pcpartpicker.com/product/Fy3mP6/acer-nitro-xz272u-pbmiiphx-270-2560x1440-165-hz-monitor-umhx2aap06,,27,"2560,1440",165,4,VA,16:9
iiyama G-Master GB3466WQSU-B1,https://pcpartpicker.com/product/TPZzK8/iiyama-g-master-gb3466wqsu-b1-340-3440x1440-144-hz-monitor-gb3466wqsu-b1,,34,"3440,1440",144,,VA,21:9
Acer XB240H,https://pcpartpicker.com/product/rGBhP6/acer-xb240h-240-1920x1080-144-hz-monitor-umfx0eeb01,,24,"1920,1080",144,,TN,16:9
NZXT Canvas 27Q,https://pcpartpicker.com/product/VTLFf7/nzxt-canvas-27q-270-2560x1440-165-hz-monitor-mnst-27qsb-b-bb,,27,"2560,1440",165,,IPS,16:9
