name,part_url,color,cas_latency,manufacturer,part_number,form_factor,is_ecc,is_registered,modules_count,modules_size,memory_type,frequency
Patriot Viper 3 16 GB,https://pcpartpicker.com/product/zsTmP6/patriot-memory-pv316g186c0k,Black / Silver,10.0,Patriot,PV316G186C0K,240-pin DIMM (DDR3),False,False,2,8,DDR3,1866.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/Nmt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40w,White,40.0,Corsair,CMH32GX5M2B5200C40W,288-pin DIMM (DDR5),False,False,2,16,DDR5,5200.0
Corsair Vengeance RGB 96 GB,https://pcpartpicker.com/product/RbTZxr/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-cmh96gx5m2b6000c30,Black / Silver,30.0,Corsair,CMH96GX5M2B6000C30,288-pin DIMM (DDR5),False,False,2,48,DDR5,6000.0
Crucial CT2K16G56C46U5 32 GB,https://pcpartpicker.com/product/6Znypg/crucial-ct2k16g56c46u5-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-ct2k16g56c46u5,Black,46.0,Crucial,CT2K16G56C46U5,288-pin DIMM (DDR5),False,False,2,16,DDR5,5600.0
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/Zz3H99/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf4d416g3200hc16cdc01,White,16.0,TEAMGROUP,TF4D416G3200HC16CDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/PDmFf7/corsair-vengeance-lpx-16-gb-1-x-16-gb-ddr4-3200-memory-cmk16gx4m1e3200c16,Black / Yellow,16.0,Corsair,CMK16GX4M1E3200C16,288-pin DIMM (DDR4),False,False,1,16,DDR4,3200.0
G.Skill Trident Z Neo 64 GB,https://pcpartpicker.com/product/kJvqqs/gskill-trident-z-neo-64-gb-2-x-32-gb-ddr4-3600-cl16-memory-f4-3600c16d-64gtzn,Black / Silver,16.0,G.Skill,F4-3600C16D-64GTZN,288-pin DIMM (DDR4),False,False,2,32,DDR4,3600.0
G.Skill Trident Z5 Neo RGB 32 GB,https://pcpartpicker.com/product/qnnXsY/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl30-memory-f5-6400j3039g16gx2-tz5nrw,White,30.0,G.Skill,F5-6400J3039G16GX2-TZ5NRW,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Patriot Viper Elite 5 RGB 32 GB,https://pcpartpicker.com/product/N48Pxr/patriot-viper-elite-5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pver532g60c30kw,White,30.0,Patriot,PVER532G60C30KW,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston FURY 32 GB,https://pcpartpicker.com/product/Q9cgXL/kingston-fury-32-gb-1-x-32-gb-ddr5-5600-cl40-memory-kf556c40bwa-32,White,40.0,Kingston,KF556C40BWA-32,288-pin DIMM (DDR5),False,False,1,32,DDR5,5600.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/pVn9TW/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbek2-16,Black / Silver,36.0,Kingston,KF560C36BBEK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
G.Skill Flare X5 32 GB,https://pcpartpicker.com/product/mwPv6h/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-fx5,Black,28.0,G.Skill,F5-6000J2836G16GX2-FX5,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
PNY XLR8 16 GB,https://pcpartpicker.com/product/sn38TW/pny-xlr8-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-md16gk2d4320016axr,Black / Red,16.0,PNY,MD16GK2D4320016AXR,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/sQfxFT/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmk32gx5m2b6000z30,Black / Silver,30.0,Corsair,CMK32GX5M2B6000Z30,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston FURY Beast RGB 16 GB,https://pcpartpicker.com/product/B4bRsY/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-16,Black,30.0,Kingston,KF560C30BBEAK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
GOODRAM IRDM 32 GB,https://pcpartpicker.com/product/Fk88TW/goodram-irdm-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ir-6000d564l30s32gdc,Black,30.0,GOODRAM,IR-6000D564L30S/32GDC,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Trident Z RGB 16 GB,https://pcpartpicker.com/product/6jBTwP/gskill-trident-z-rgb-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c18d-16gtzrx,Black,18.0,G.Skill,F4-3600C18D-16GTZRX,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Kingston FURY Beast RGB 16 GB,https://pcpartpicker.com/product/KGTp99/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-kf556c40bbak2-16,Black,40.0,Kingston,KF556C40BBAK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,5600.0
Patriot Viper Venom RGB 32 GB,https://pcpartpicker.com/product/kxzhP6/patriot-viper-venom-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-pvvr532g600c36k,Black / White,36.0,Patriot,PVVR532G600C36K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB Pro 32 GB,https://pcpartpicker.com/product/xn848d/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-memory-cmw32gx4m2d3600c18,Black,18.0,Corsair,CMW32GX4M2D3600C18,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
ADATA XPG Lancer Blade 16 GB,https://pcpartpicker.com/product/CN62FT/adata-xpg-lancer-blade-16-gb-1-x-16-gb-ddr5-5600-cl46-memory-ax5u5600c4616g-slabbk,Black,46.0,ADATA,AX5U5600C4616G-SLABBK,288-pin DIMM (DDR5),False,False,1,16,DDR5,5600.0
G.Skill Trident Z5 Royal Neo 64 GB,https://pcpartpicker.com/product/2wZWGX/gskill-trident-z5-royal-neo-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636h32gx2-tr5ns,Silver,26.0,G.Skill,F5-6000J2636H32GX2-TR5NS,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
G.Skill Flare X5 256 GB,https://pcpartpicker.com/product/2FYfrH/gskill-flare-x5-256-gb-4-x-64-gb-ddr5-6000-cl32-memory-f5-6000j3244g64gx4-fx5,Black,32.0,G.Skill,F5-6000J3244G64GX4-FX5,288-pin DIMM (DDR5),False,False,4,64,DDR5,6000.0
G.Skill Ripjaws M5 Neo RGB 32 GB,https://pcpartpicker.com/product/zbsV3C/gskill-ripjaws-m5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rm5nrw,White,36.0,G.Skill,F5-6000J3636F16GX2-RM5NRW,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Trident Z5 RGB 64 GB,https://pcpartpicker.com/product/jv4Zxr/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6800-cl34-memory-f5-6800j3445g32gx2-tz5rk,Black,34.0,G.Skill,F5-6800J3445G32GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,32,DDR5,6800.0
Crucial CT4G4DFS824A 4 GB,https://pcpartpicker.com/product/y838TW/crucial-4gb-1-x-4gb-ddr4-2400-memory-ct4g4dfs824a,Black / Green,17.0,Crucial,CT4G4DFS824A,288-pin DIMM (DDR4),False,False,1,4,DDR4,2400.0
Crucial CT16G4DFD824A 16 GB,https://pcpartpicker.com/product/jGvbt6/crucial-16-gb-1-x-16-gb-ddr4-2400-memory-ct16g4dfd824a,Green / Black,17.0,Crucial,CT16G4DFD824A,288-pin DIMM (DDR4),False,False,1,16,DDR4,2400.0
Kingston FURY Renegade 64 GB,https://pcpartpicker.com/product/rRmmP6/kingston-fury-renegade-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-kf432c16rbk264,Black,16.0,Kingston,KF432C16RBK2/64,288-pin DIMM (DDR4),False,False,2,32,DDR4,3200.0
Corsair Dominator Platinum RGB 64 GB,https://pcpartpicker.com/product/ZZD7YJ/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmt64gx5m2b5200c40,Black,40.0,Corsair,CMT64GX5M2B5200C40,288-pin DIMM (DDR5),False,False,2,32,DDR5,5200.0
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/P7RYcf/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf3d432g3600hc18jdc01,Black,18.0,TEAMGROUP,TF3D432G3600HC18JDC01,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Corsair Dominator Platinum RGB 32 GB,https://pcpartpicker.com/product/YNVmP6/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmt32gx5m2x6000c36,Black,36.0,Corsair,CMT32GX5M2X6000C36,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
ADATA XPG GAMMIX D10 32 GB,https://pcpartpicker.com/product/TKLFf7/adata-xpg-gammix-d10-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ax4u320016g16a-db10,Black / Silver,16.0,ADATA,AX4U320016G16A-DB10,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/bMdG3C/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-kf436c18bb2ak232,Black,18.0,Kingston,KF436C18BB2AK2/32,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
G.Skill Trident Z Neo 128 GB,https://pcpartpicker.com/product/TfVG3C/gskill-trident-z-neo-128-gb-4-x-32-gb-ddr4-3200-cl16-memory-f4-3200c16q-128gtzn,Black / Silver,16.0,G.Skill,F4-3200C16Q-128GTZN,288-pin DIMM (DDR4),False,False,4,32,DDR4,3200.0
G.Skill Trident Z5 Neo RGB 192 GB,https://pcpartpicker.com/product/hNjv6h/gskill-trident-z5-neo-rgb-192-gb-4-x-48-gb-ddr5-6000-cl28-memory-f5-6000j2836g48gx4-tz5nr,Black,28.0,G.Skill,F5-6000J2836G48GX4-TZ5NR,288-pin DIMM (DDR5),False,False,4,48,DDR5,6000.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/KRNYcf/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmh32gx5m2n6400c36,Black / Gray,36.0,Corsair,CMH32GX5M2N6400C36,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/2ZsmP6/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-2400-memory-f4-2400c17d-16gvr,Red,17.0,G.Skill,F4-2400C17D-16GVR,288-pin DIMM (DDR4),False,False,2,8,DDR4,2400.0
Kingston FURY Beast RGB 16 GB,https://pcpartpicker.com/product/t4fnTW/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbak2-16,Black,40.0,Kingston,KF552C40BBAK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,5200.0
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/fnQKHx/kingston-fury-beast-rgb-32-gb-1-x-32-gb-ddr5-6000-cl36-memory-kf560c36bbea-32,Black,36.0,Kingston,KF560C36BBEA-32,288-pin DIMM (DDR5),False,False,1,32,DDR5,6000.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/fKytt6/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-cmh32gx5m2x7200c34,Black,34.0,Corsair,CMH32GX5M2X7200C34,288-pin DIMM (DDR5),False,False,2,16,DDR5,7200.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/nvM48d/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40,Black,40.0,Corsair,CMH32GX5M2B5200C40,288-pin DIMM (DDR5),False,False,2,16,DDR5,5200.0
OLOy MD4U082417BBSA 8 GB,https://pcpartpicker.com/product/JRL48d/oloy-8-gb-1-x-8-gb-ddr4-2400-memory-md4u082417bbsa,Red / Black,17.0,OLOy,MD4U082417BBSA,288-pin DIMM (DDR4),False,False,1,8,DDR4,2400.0
G.Skill Ripjaws S5 64 GB,https://pcpartpicker.com/product/6npQzy/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-rs5k,Black,36.0,G.Skill,F5-6000J3636F32GX2-RS5K,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
G.Skill Trident Z Neo 16 GB,https://pcpartpicker.com/product/JgLwrH/gskill-trident-z-neo-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-f4-3600c16d-16gtznc,Black / Silver,16.0,G.Skill,F4-3600C16D-16GTZNC,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Kingston FURY Renegade 32 GB,https://pcpartpicker.com/product/D2XJ7P/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32rsk2-32,Silver / Black,32.0,Kingston,KF564C32RSK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Corsair Dominator Titanium 96 GB,https://pcpartpicker.com/product/X42j4D/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-cmp96gx5m2b6000z30w,White,30.0,Corsair,CMP96GX5M2B6000Z30W,288-pin DIMM (DDR5),False,False,2,48,DDR5,6000.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/pCxRsY/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-5600-cl40-memory-kf556c40bb-32,Black,40.0,Kingston,KF556C40BB-32,288-pin DIMM (DDR5),False,False,1,32,DDR5,5600.0
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/CMrRsY/corsair-vengeance-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-cmk32gx5m2a4800c40,Black,40.0,Corsair,CMK32GX5M2A4800C40,288-pin DIMM (DDR5),False,False,2,16,DDR5,4800.0
Thermaltake TOUGHRAM XG RGB D5 32 GB,https://pcpartpicker.com/product/WTtkcf/thermaltake-toughram-xg-rgb-d5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-rg40d516gx2-6000c36b,Pink / White,36.0,Thermaltake,RG40D516GX2-6000C36B,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston Server Premier 32 GB,https://pcpartpicker.com/product/JbYmP6/kingston-server-premier-32-gb-1-x-32-gb-registered-ddr4-3200-cl22-memory-ksm32rs432hcr,,22.0,Kingston,KSM32RS4/32HCR,288-pin DIMM (DDR4),True,True,1,32,DDR4,3200.0
G.Skill Trident Z5 Royal Neo 64 GB,https://pcpartpicker.com/product/bHKnTW/gskill-trident-z5-royal-neo-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636h32gx2-tr5ng,Gold,26.0,G.Skill,F5-6000J2636H32GX2-TR5NG,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
PNY XLR8 32 GB,https://pcpartpicker.com/product/DMMTwP/pny-xlr8-32-gb-2-x-16-gb-ddr4-3200-memory-md32gk2d4320016xr,Black / Red,16.0,PNY,MD32GK2D4320016XR,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
G.Skill Trident Z RGB 32 GB,https://pcpartpicker.com/product/KJ2rxr/gskill-tridentz-rgb-32gb-4-x-8gb-ddr4-3200-memory-f4-3200c16q-32gtzr,Black,16.0,G.Skill,F4-3200C16Q-32GTZR|GS-F4-3200C16Q-32GTZR,288-pin DIMM (DDR4),False,False,4,8,DDR4,3200.0
G.Skill Ripjaws V 8 GB,https://pcpartpicker.com/product/D6RFf7/gskill-memory-f43200c16d8gvkb,Black,16.0,G.Skill,F4-3200C16D-8GVKB,288-pin DIMM (DDR4),False,False,2,4,DDR4,3200.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/qDLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-cmh32gx5m2b6000c40w,White,40.0,Corsair,CMH32GX5M2B6000C40W,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB Pro 16 GB,https://pcpartpicker.com/product/XWGnTW/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18,Black,18.0,Corsair,CMW16GX4M2D3600C18,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
TEAMGROUP T-Create Expert 128 GB,https://pcpartpicker.com/product/nJ2j4D/teamgroup-t-create-expert-128-gb-2-x-64-gb-ddr5-6400-cl42-memory-ctcwd5128g6400hc42cdc01,White / Gold,42.0,TEAMGROUP,CTCWD5128G6400HC42CDC01,288-pin DIMM (DDR5),False,False,2,64,DDR5,6400.0
TEAMGROUP T-Force Vulcan 16 GB,https://pcpartpicker.com/product/dQkWGX/teamgroup-t-force-vulcan-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-flbd516g5200hc40cdc016,Black,40.0,TEAMGROUP,FLBD516G5200HC40CDC016,288-pin DIMM (DDR5),False,False,2,8,DDR5,5200.0
Klevv BOLT V 32 GB,https://pcpartpicker.com/product/PxTZxr/klevv-bolt-v-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kd5agua80-60a300h,Black,30.0,Klevv,KD5AGUA80-60A300H,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB 64 GB,https://pcpartpicker.com/product/V4grxr/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000z30,Black,30.0,Corsair,CMH64GX5M2B6000Z30,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/8LYfrH/silicon-power-xpower-storm-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-sp032gxlwu60ffdk,Black,36.0,Silicon Power,SP032GXLWU60FFDK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Silicon Power XPOWER Turbine 16 GB,https://pcpartpicker.com/product/zBTzK8/silicon-power-xpower-turbine-16-gb-2-x-8-gb-ddr4-3200-memory-sp016gxlzu320bda,Blue,16.0,Silicon Power,SP016GXLZU320BDA,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Crucial CT8G48C40U5 8 GB,https://pcpartpicker.com/product/2dYmP6/crucial-ct8g48c40u5-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-ct8g48c40u5,Black,40.0,Crucial,CT8G48C40U5,288-pin DIMM (DDR5),False,False,1,8,DDR5,4800.0
Crucial CT2K8G4DFS8266 16 GB,https://pcpartpicker.com/product/8wPKHx/crucial-16gb-2-x-8gb-ddr4-2666-memory-ct2k8g4dfs8266,Green,19.0,Crucial,CT2K8G4DFS8266,288-pin DIMM (DDR4),False,False,2,8,DDR4,2666.0
Corsair Dominator Titanium 96 GB,https://pcpartpicker.com/product/TsvD4D/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmp96gx5m2b6400c32w,White,32.0,Corsair,CMP96GX5M2B6400C32W,288-pin DIMM (DDR5),False,False,2,48,DDR5,6400.0
G.Skill Trident Z RGB 32 GB,https://pcpartpicker.com/product/dHjJ7P/gskill-trident-z-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gtzrx,Black,16.0,G.Skill,F4-3200C16D-32GTZRX,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
G.Skill Ripjaws V 8 GB,https://pcpartpicker.com/product/3ZZ2FT/gskill-memory-f42400c15s8gvr,Red,15.0,G.Skill,F4-2400C15S-8GVR,288-pin DIMM (DDR4),False,False,1,8,DDR4,2400.0
Patriot Viper Elite II 16 GB,https://pcpartpicker.com/product/QYXJ7P/patriot-viper-elite-ii-16-gb-2-x-8-gb-ddr4-3200-cl18-memory-pve2416g320c8k,Red / Black,18.0,Patriot,PVE2416G320C8K,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Klevv FIT V 32 GB,https://pcpartpicker.com/product/C93NnQ/klevv-fit-v-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-kd5agu880-60a320f,White,32.0,Klevv,KD5AGU880-60A320F,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston HyperX Fury 32 GB,https://pcpartpicker.com/product/LxVG3C/kingston-hyperx-fury-32-gb-2-x-16-gb-ddr4-3200-memory-hx432c16fb3k232,Black,16.0,Kingston,HX432C16FB3K2/32,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Crucial CT102464BD160B 8 GB,https://pcpartpicker.com/product/Hcqbt6/crucial-memory-ct102464bd160b,Black / Green,11.0,Crucial,CT102464BD160B,240-pin DIMM (DDR3),False,False,1,8,DDR3,1600.0
Crucial CT2K16G56C46S5 32 GB,https://pcpartpicker.com/product/Yj26Mp/crucial-ct2k16g56c46s5-32-gb-2-x-16-gb-ddr5-5600-sodimm-cl46-memory-ct2k16g56c46s5,Black,46.0,Crucial,CT2K16G56C46S5,262-pin SODIMM (DDR5),False,False,2,16,DDR5,5600.0
ADATA XPG Lancer Blade 32 GB,https://pcpartpicker.com/product/Gk88TW/adata-xpg-lancer-blade-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dtlabbk,Black,30.0,ADATA,AX5U6000C3016G-DTLABBK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/r7XV3C/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000c36,Black,36.0,Corsair,CMK32GX5M2E6000C36,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Dominator Titanium 64 GB,https://pcpartpicker.com/product/zByH99/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6400-cl32-memory-cmp64gx5m4b6400c32w,White,32.0,Corsair,CMP64GX5M4B6400C32W,288-pin DIMM (DDR5),False,False,4,16,DDR5,6400.0
PNY XLR8 Gaming RGB 32 GB,https://pcpartpicker.com/product/XDrqqs/pny-xlr8-gaming-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-md32gk2d5600036xrgb,Black,36.0,PNY,MD32GK2D5600036XRGB,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/ZRpmP6/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf4d432g3600hc18jdc01,White,18.0,TEAMGROUP,TF4D432G3600HC18JDC01,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Crucial Pro Overclocking 16 GB,https://pcpartpicker.com/product/W2yH99/crucial-pro-overclocking-16-gb-1-x-16-gb-ddr5-6000-cl36-memory-cp16g60c36u5w,White,36.0,Crucial,CP16G60C36U5W,288-pin DIMM (DDR5),False,False,1,16,DDR5,6000.0
G.Skill Trident Z5 Neo 128 GB,https://pcpartpicker.com/product/WGdMnQ/gskill-trident-z5-neo-128-gb-2-x-64-gb-ddr5-6000-cl34-memory-f5-6000j3444f64gx2-tz5nr,Black,34.0,G.Skill,F5-6000J3444F64GX2-TZ5NR,288-pin DIMM (DDR5),False,False,2,64,DDR5,6000.0
ADATA XPG SPECTRIX D35G RGB 16 GB,https://pcpartpicker.com/product/2xwmP6/adata-xpg-spectrix-d35g-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18i-dtbkd35g,Black,18.0,ADATA,AX4U36008G18I-DTBKD35G,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
G.Skill Ripjaws V 32 GB,https://pcpartpicker.com/product/nvjNnQ/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gvk,Black,18.0,G.Skill,F4-3600C18D-32GVK,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Corsair Vengeance LPX 256 GB,https://pcpartpicker.com/product/ZZQfrH/corsair-vengeance-lpx-256-gb-8-x-32-gb-ddr4-3200-memory-cmk256gx4m8e3200c16,Black / Yellow,16.0,Corsair,CMK256GX4M8E3200C16,288-pin DIMM (DDR4),False,False,8,32,DDR4,3200.0
Kingston FURY Beast 64 GB,https://pcpartpicker.com/product/xkRYcf/kingston-fury-beast-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-kf432c16bbk264,Black / Silver,16.0,Kingston,KF432C16BBK2/64,288-pin DIMM (DDR4),False,False,2,32,DDR4,3200.0
Silicon Power XPOWER Zenith Gaming 64 GB,https://pcpartpicker.com/product/rDdG3C/silicon-power-xpower-zenith-gaming-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-sp064gxlwu60afde,Black,30.0,Silicon Power,SP064GXLWU60AFDE|SU064GXLWU60AFDESK|SU064GXLWU60AFDEBH,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/YCpmP6/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-f4-4000c18d-16gvk,Black,18.0,G.Skill,F4-4000C18D-16GVK,288-pin DIMM (DDR4),False,False,2,8,DDR4,4000.0
Patriot Viper Steel 16 GB,https://pcpartpicker.com/product/ckvbt6/patriot-viper-steel-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-pvs416g360c7k,Silver / Black,17.0,Patriot,PVS416G360C7K,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Kingston HyperX Fury 16 GB,https://pcpartpicker.com/product/7YkgXL/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-hx426c16fb3k216,Black,16.0,Kingston,HX426C16FB3K2/16,288-pin DIMM (DDR4),False,False,2,8,DDR4,2666.0
Patriot Viper Steel 16 GB,https://pcpartpicker.com/product/kQNgXL/patriot-viper-steel-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-pvs416g360c8k,Gray,18.0,Patriot,PVS416G360C8K,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
G.Skill Trident Z5 RGB 32 GB,https://pcpartpicker.com/product/qxXJ7P/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-f5-7200j3445g16gx2-tz5rk,Black,34.0,G.Skill,F5-7200J3445G16GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,16,DDR5,7200.0
Crucial CT4K32G4LFQ4213 128 GB,https://pcpartpicker.com/product/xzKhP6/crucial-memory-ct4k32g4lfq4213,Black / Green,15.0,Crucial,CT4K32G4LFQ4213,288-pin DIMM (DDR4),True,True,4,32,DDR4,2133.0
