name,part_url,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,manufacturer,part_number,socket,max_memory,ecc_support
Intel Core 2 Duo E6700,https://pcpartpicker.com/product/TKTmP6/intel-cpu-bx805576700,2,2.66,,Core,65,,Intel,BX805576700,LGA775,,False
Intel Core 2 Duo E6850,https://pcpartpicker.com/product/nzrG3C/intel-cpu-bx80557e6850,2,3.0,,Core,65,,Intel,BX80557E6850,LGA775,,False
Intel Core 2 Duo E6850,https://pcpartpicker.com/product/Nt2kcf/intel-cpu-hh80557pj0804mg,2,3.0,,Core,65,,Intel,HH80557PJ0804MG,LGA775,,False
Intel Core 2 Duo E7300,https://pcpartpicker.com/product/wWsKHx/intel-cpu-eu80571ph0673m,2,2.66,,Wolfdale,65,,Intel,EU80571PH0673M,LGA775,,False
Intel Core 2 Duo E7500,https://pcpartpicker.com/product/sTfp99/intel-cpu-at80571ph0773m,2,2.93,,Wolfdale,65,,Intel,AT80571PH0773M,LGA775,,False
Intel Core 2 Duo E7500,https://pcpartpicker.com/product/yhXfrH/intel-cpu-at80571ph0773ml,2,2.93,,Wolfdale,65,,Intel,AT80571PH0773ML,LGA775,,False
Intel Core 2 Duo E8200,https://pcpartpicker.com/product/X8ckcf/intel-cpu-bx80570e8200,2,2.66,,Wolfdale,65,,Intel,BX80570E8200,LGA775,,False
Intel Core 2 Duo E8200,https://pcpartpicker.com/product/hfLypg/intel-cpu-bx80570e8200a,2,2.66,,Wolfdale,65,,Intel,BX80570E8200A,LGA775,,False
Intel Core 2 Duo E8400,https://pcpartpicker.com/product/qt2kcf/intel-cpu-bx80570e8400a,2,3.0,,Wolfdale,65,,Intel,BX80570E8400A,LGA775,,False
Intel Core 2 Duo E8500,https://pcpartpicker.com/product/QkZQzy/intel-cpu-at80570pj0876m,2,3.16,,Wolfdale,65,,Intel,AT80570PJ0876M,LGA775,,False
Intel Core 2 Duo E8600,https://pcpartpicker.com/product/7QQypg/intel-cpu-bx80570e8600,2,3.33,,Wolfdale,65,,Intel,BX80570E8600,LGA775,,False
Intel Core i5-750S,https://pcpartpicker.com/product/sDvRsY/intel-cpu-bx80605i5750s,4,2.4,,Nehalem,82,,Intel,BX80605I5750S,LGA1156,,False
Intel Core i7-920,https://pcpartpicker.com/product/pCQypg/intel-cpu-at80601000741aa,4,2.66,,Nehalem,130,,Intel,AT80601000741AA,LGA1366,,False
Intel Core 2 Quad Q6700,https://pcpartpicker.com/product/Wgfp99/intel-cpu-hh80562ph0678mk,4,2.66,,Core,100,,Intel,HH80562PH0678MK,LGA775,,False
Intel Core 2 Quad Q8200S,https://pcpartpicker.com/product/BX7wrH/intel-cpu-at80580aj0534mn,4,2.33,,Yorkfield,65,,Intel,AT80580AJ0534MN,LGA775,,False
Intel Core 2 Quad Q8300,https://pcpartpicker.com/product/YvGkcf/intel-cpu-at80580pj0604mn,4,2.5,,Yorkfield,95,,Intel,AT80580PJ0604MN,LGA775,,False
Intel Core 2 Quad Q9400,https://pcpartpicker.com/product/wLNp99/intel-cpu-at80580pj0676m,4,2.66,,Yorkfield,95,,Intel,AT80580PJ0676M,LGA775,,False
Intel Core 2 Quad Q9450,https://pcpartpicker.com/product/y6fp99/intel-cpu-eu80569pj067n,4,2.66,,Yorkfield,95,,Intel,EU80569PJ067N,LGA775,,False
Intel Core 2 Quad Q9505,https://pcpartpicker.com/product/Pwbp99/intel-cpu-bx80580q9505,4,2.83,,Yorkfield,95,,Intel,BX80580Q9505,LGA775,,False
Intel Core 2 Quad Q9505S,https://pcpartpicker.com/product/JJdqqs/intel-cpu-at80580aj0736mg,4,2.83,,Yorkfield,65,,Intel,AT80580AJ0736MG,LGA775,,False
Intel Core 2 Quad Q9550,https://pcpartpicker.com/product/vBR48d/intel-cpu-at80569pj073n,4,2.83,,Yorkfield,95,,Intel,AT80569PJ073N,LGA775,,False
Intel Core 2 Quad Q9550S,https://pcpartpicker.com/product/HPkD4D/intel-cpu-at80569aj073n,4,2.83,,Yorkfield,65,,Intel,AT80569AJ073N,LGA775,,False
Intel Core 2 Extreme QX6700,https://pcpartpicker.com/product/KzrG3C/intel-cpu-hh80562ph0678m,4,2.66,,Core,100,,Intel,HH80562PH0678M,LGA775,,False
Intel Core 2 Extreme QX9770,https://pcpartpicker.com/product/x7bp99/intel-cpu-eu80569xl088nl,4,3.2,,Yorkfield,136,,Intel,EU80569XL088NL,LGA775,,False
Intel Core 2 Extreme QX9775,https://pcpartpicker.com/product/rZmLrH/intel-cpu-bx80574qx9775a,4,3.2,,Yorkfield,150,,Intel,BX80574QX9775A,LGA771,,False
Intel Core 2 Extreme QX9775,https://pcpartpicker.com/product/b7bp99/intel-cpu-eu80574xl088n,4,3.2,,Yorkfield,150,,Intel,EU80574XL088N,LGA771,,False
AMD Athlon II X4 620,https://pcpartpicker.com/product/JFkD4D/amd-cpu-adx620wfk42gi,4,2.6,,K10,95,,AMD,ADX620WFK42GI,AM3,,False
AMD Athlon II X2 255,https://pcpartpicker.com/product/mCXfrH/amd-cpu-adx255ocgmbox,2,3.1,,K10,65,,AMD,ADX255OCGMBOX,AM3,,False
AMD Athlon II X2 265,https://pcpartpicker.com/product/4dV48d/amd-cpu-adx265ocgmbox,2,3.2,,K10,65,,AMD,ADX265OCGMBOX,AM3,,False
AMD Phenom II X4 970 Black,https://pcpartpicker.com/product/PJ4gXL/amd-cpu-hdz970fbgmbox,4,3.5,,K10,125,,AMD,HDZ970FBGMBOX,AM3,,False
AMD Athlon II X3 425,https://pcpartpicker.com/product/XXQypg/amd-cpu-adx425wfk32gi,3,2.7,,K10,95,,AMD,ADX425WFK32GI,AM3,,False
Intel Pentium E5500,https://pcpartpicker.com/product/ZxJwrH/intel-cpu-bx80571e5500,2,2.8,,Wolfdale,65,,Intel,BX80571E5500,LGA775,,False
AMD Phenom II X4 840,https://pcpartpicker.com/product/QCXfrH/amd-cpu-hdx840wfgmbox,4,3.2,,K10,95,,AMD,HDX840WFGMBOX,AM3,,False
AMD Phenom II X4 955,https://pcpartpicker.com/product/FJ4gXL/amd-cpu-hdx955fbk4dgi,4,3.2,,K10,125,,AMD,HDX955FBK4DGI,AM3,,False
AMD Phenom II X4 955,https://pcpartpicker.com/product/3cn2FT/amd-cpu-hdx955fbk4dgm,4,3.2,,K10,125,,AMD,HDX955FBK4DGM,AM3,,False
AMD Athlon II X4 630,https://pcpartpicker.com/product/XfTmP6/amd-cpu-adx630wfk42gm,4,2.8,,K10,95,,AMD,ADX630WFK42GM,AM3,,False
AMD Athlon II X4 635,https://pcpartpicker.com/product/ckQypg/amd-cpu-adx635wfk42gm,4,2.9,,K10,95,,AMD,ADX635WFK42GM,AM3,,False
AMD Phenom II X3 720 Black,https://pcpartpicker.com/product/8cDwrH/amd-cpu-hdz720wfk3dgi,3,2.8,,K10,95,,AMD,HDZ720WFK3DGI,AM3,,False
AMD Athlon II X3 440,https://pcpartpicker.com/product/qtDwrH/amd-cpu-adx440wfk32gm,3,3.0,,K10,95,,AMD,ADX440WFK32GM,AM3,,False
AMD Sempron 130,https://pcpartpicker.com/product/gLQypg/amd-cpu-sdx130hbk12gm,1,2.6,,K10,45,,AMD,SDX130HBK12GM,AM3,,False
Intel Pentium G620T,https://pcpartpicker.com/product/czV48d/intel-cpu-bx80623g620t,2,2.2,,Sandy Bridge,35,Intel HD Graphics,Intel,BX80623G620T,LGA1155,,False
AMD A4-3400,https://pcpartpicker.com/product/dTyFf7/amd-cpu-ad3400ojgxbox,2,2.7,,Lynx,65,Radeon HD 6410D,AMD,AD3400OJGXBOX,FM1,,False
AMD FX-8120,https://pcpartpicker.com/product/vGCwrH/amd-cpu-fd8120wmw8kgu,8,3.1,,Bulldozer,125,,AMD,FD8120WMW8KGU,AM3+,,False
Intel Pentium G630T,https://pcpartpicker.com/product/KPrG3C/intel-cpu-bx80623g630t,2,2.3,,Sandy Bridge,35,Intel HD Graphics,Intel,BX80623G630T,LGA1155,,False
AMD A8-3850,https://pcpartpicker.com/product/Y3TmP6/amd-cpu-ad3850wnz43gx,4,2.9,,Lynx,100,Radeon HD 6550D,AMD,AD3850WNZ43GX,FM1,,False
Intel Core i5-2380P,https://pcpartpicker.com/product/sxzv6h/intel-cpu-bx80623i52380p,4,3.1,,Sandy Bridge,95,,Intel,BX80623i52380P,LGA1155,,False
AMD Athlon II X4 641,https://pcpartpicker.com/product/bTK7YJ/amd-cpu-ad641xwngxbox,4,2.8,,Lynx,100,,AMD,AD641XWNGXBOX,FM1,,False
AMD FX-8300,https://pcpartpicker.com/product/8qjG3C/amd-cpu-fd8300wmw8khk,8,3.3,,Piledriver,95,,AMD,FD8300WMW8KHK,AM3+,,False
Intel Xeon E3-1230,https://pcpartpicker.com/product/q8DwrH/intel-cpu-bx80623e31230,4,3.2,,Sandy Bridge,80,,Intel,BX80623E31230,LGA1155,,True
Intel Xeon E3-1235,https://pcpartpicker.com/product/zdZQzy/intel-cpu-bx80623e31235,4,3.2,,Sandy Bridge,95,Intel HD Graphics,Intel,BX80623E31235,LGA1155,,True
Intel Xeon E3-1270,https://pcpartpicker.com/product/Btzv6h/intel-cpu-bx80623e31270,4,3.4,,Sandy Bridge,80,,Intel,BX80623E31270,LGA1155,,True
Intel Pentium G2130,https://pcpartpicker.com/product/3C7wrH/intel-cpu-bx80637g2130,2,3.2,,Ivy Bridge,55,Intel HD Graphics,Intel,BX80637G2130,LGA1155,,False
Intel Pentium G2010,https://pcpartpicker.com/product/ZMzv6h/intel-cpu-bx80637g2010,2,2.8,,Ivy Bridge,55,Intel HD Graphics,Intel,BX80637G2010,LGA1155,,False
Intel Pentium G3430,https://pcpartpicker.com/product/3J6BD3/intel-cpu-bx80646g3430,2,3.3,,Haswell,54,Intel HD Graphics,Intel,BX80646G3430,LGA1150,,False
Intel Celeron G1630,https://pcpartpicker.com/product/z2h9TW/intel-cpu-bx80637g1630,2,2.8,,Ivy Bridge,55,Intel HD Graphics,Intel,BX80637G1630,LGA1155,,False
AMD Sempron X2 190,https://pcpartpicker.com/product/kfK7YJ/amd-cpu-sdx190hdk22gm,2,2.5,,K10,45,,AMD,SDX190HDK22GM,AM3,,False
AMD A10-7800,https://pcpartpicker.com/product/JwMFf7/amd-cpu-ad7800ybi44ja,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),AMD,AD7800YBI44JA,FM2+,,False
AMD A10-5700,https://pcpartpicker.com/product/vRfp99/amd-cpu-ad5700oka44hj,4,3.4,,Piledriver,65,Radeon HD 7660D,AMD,AD5700OKA44HJ,FM2,,False
AMD A10-6800K,https://pcpartpicker.com/product/qdNp99/amd-cpu-ad680kwoa44hl,4,4.1,,Piledriver,100,Radeon HD 8670D,AMD,AD680KWOA44HL,FM2,,False
AMD A10-7850K,https://pcpartpicker.com/product/QyDwrH/amd-cpu-ad785kxbi44ja,4,3.7,4.0,Steamroller,95,Radeon R7 (on-die),AMD,AD785KXBI44JA,FM2+,,False
AMD A10-7700K,https://pcpartpicker.com/product/K72kcf/amd-cpu-ad770kxbi44ja,4,3.4,3.8,Steamroller,95,Radeon R7 (on-die),AMD,AD770KXBI44JA,FM2+,,False
AMD A4-3300,https://pcpartpicker.com/product/2r9KHx/amd-a4-3300-25-ghz-dual-core-oemtray-processor-ad3300ojz22gx,2,2.5,,Lynx,65,Radeon HD 6410D,AMD,AD3300OJZ22GX,FM1,,False
AMD A4-3300,https://pcpartpicker.com/product/rcQypg/amd-cpu-ad3300ojz22hx,2,2.5,,Lynx,65,Radeon HD 6410D,AMD,AD3300OJZ22HX,FM1,,False
AMD A4-3400,https://pcpartpicker.com/product/x9xfrH/amd-cpu-ad3400ojz22hx,2,2.7,,Lynx,65,Radeon HD 6410D,AMD,AD3400OJZ22HX,FM1,,False
AMD A4-5300,https://pcpartpicker.com/product/98h9TW/amd-cpu-ad5300oka23hj,2,3.4,,Piledriver,65,Radeon HD 7480D,AMD,AD5300OKA23HJ,FM2,,False
AMD A4-3450,https://pcpartpicker.com/product/mxh9TW/amd-cpu-ad3450ojz22hx,2,2.9,,Lynx,65,,AMD,AD3450OJZ22HX,FM1,,False
AMD A4-3420,https://pcpartpicker.com/product/8HV48d/amd-cpu-ad3420ojz22hx,2,2.8,,Lynx,65,Radeon HD 6410D,AMD,AD3420OJZ22HX,FM1,,False
AMD A6-7400K,https://pcpartpicker.com/product/bkkD4D/amd-cpu-ad740kybi23ja,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),AMD,AD740KYBI23JA,FM2+,,False
AMD FX-4170,https://pcpartpicker.com/product/YWMFf7/amd-cpu-fd4170frw4kgu,4,4.2,,Bulldozer,125,,AMD,FD4170FRW4KGU,AM3+,,False
AMD FX-4200,https://pcpartpicker.com/product/4NJwrH/amd-cpu-fd4200frw4kgu,4,3.3,,Bulldozer,125,,AMD,FD4200FRW4KGU,AM3+,,False
AMD FX-4320,https://pcpartpicker.com/product/nGvRsY/amd-cpu-fd4320wmw4mhk,4,4.0,4.2,Piledriver,95,,AMD,FD4320WMW4MHK,AM3+,,False
AMD FX-6130,https://pcpartpicker.com/product/Gj8Zxr/amd-cpu-fd6130frw6kgu,6,3.6,3.9,Bulldozer,125,,AMD,FD6130FRW6KGU,AM3+,,False
AMD FX-8120,https://pcpartpicker.com/product/Cr9KHx/amd-cpu-fd8120frw8kgu,8,3.1,,Bulldozer,125,,AMD,FD8120FRW8KGU,AM3+,,False
AMD FX-8140,https://pcpartpicker.com/product/cMPfrH/amd-cpu-fd8140wmw8kgu,8,3.2,4.1,Bulldozer,95,,AMD,FD8140WMW8KGU,AM3+,,False
AMD E2-3200,https://pcpartpicker.com/product/Gxh9TW/amd-cpu-ed3200ojgxbox,2,2.4,,Lynx,65,Radeon HD 6370D,AMD,ED3200OJGXBOX,FM1,,False
Intel Core i3-4360T,https://pcpartpicker.com/product/HqYXsY/intel-cpu-cm8064601481958,2,3.2,,Haswell Refresh,35,Intel HD Graphics 4600,Intel,CM8064601481958,LGA1150,,True
Intel Xeon E5-2687W,https://pcpartpicker.com/product/hkkD4D/intel-cpu-cm8062107184308,8,3.1,3.8,Sandy Bridge,150,,Intel,CM8062107184308,LGA2011,,True
Intel Xeon E5-2637 V2,https://pcpartpicker.com/product/QKFPxr/intel-cpu-cm8063501520800,4,3.5,3.8,Ivy Bridge,130,,Intel,CM8063501520800,LGA2011,,True
AMD Athlon X2 350,https://pcpartpicker.com/product/zscMnQ/amd-cpu-ad350xoka23hl,2,3.5,3.9,Piledriver,65,,AMD,AD350XOKA23HL,FM2,,False
AMD Phenom II X2 B59,https://pcpartpicker.com/product/nFfmP6/amd-cpu-hdxb59wfk2dgm,2,3.4,,K10,80,,AMD,HDXB59WFK2DGM,AM3,,False
AMD Phenom II X4 B99,https://pcpartpicker.com/product/fttWGX/amd-cpu-hdxb99wfk4dgm,4,3.3,,K10,95,,AMD,HDXB99WFK4DGM,AM3,,False
Intel Pentium G3250,https://pcpartpicker.com/product/NTwqqs/intel-cpu-cm8064601562019,2,3.2,,Haswell Refresh,53,Intel HD Graphics,Intel,CM8064601562019,LGA1150,,False
Intel Pentium G3450,https://pcpartpicker.com/product/MKH48d/intel-cpu-cm8064601483714,2,3.4,,Haswell Refresh,53,Intel HD Graphics,Intel,CM8064601483714,LGA1150,,False
Intel Pentium G3460,https://pcpartpicker.com/product/wFfmP6/intel-cpu-cm8064601482508,2,3.5,,Haswell Refresh,53,Intel HD Graphics,Intel,CM8064601482508,LGA1150,,False
Intel Xeon E5-2609 V3,https://pcpartpicker.com/product/qXs8TW/intel-cpu-cm8064401850800,6,1.9,,Haswell,85,,Intel,CM8064401850800,LGA2011-3,,True
Intel Xeon E5-2622 V3,https://pcpartpicker.com/product/FMnG3C/intel-cpu-cm8064401576904,8,2.4,,Haswell,85,,Intel,CM8064401576904,LGA2011-3,,True
AMD Phenom II X6 1065T,https://pcpartpicker.com/product/tLkwrH/amd-cpu-hdt65twfk6dgr,6,2.7,,K10,95,,AMD,HDT65TWFK6DGR,AM3,,False
AMD Phenom II X6 1065T,https://pcpartpicker.com/product/pQ7CmG/amd-cpu-hdt65twfrbox,6,2.7,,K10,95,,AMD,HDT65TWFRBOX,AM3,,False
Intel Xeon E3-1245 V3,https://pcpartpicker.com/product/xj8Zxr/intel-cpu-cm8064601466509,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,Intel,CM8064601466509,LGA1150,,True
Intel Xeon E3-1270 V3,https://pcpartpicker.com/product/YmPzK8/intel-cpu-cm8064601467101,4,3.5,3.9,Haswell,80,,Intel,CM8064601467101,LGA1150,,True
Intel Core i5-4570S,https://pcpartpicker.com/product/htJkcf/intel-cpu-bxc80646i54570s,4,2.9,,Haswell,65,Intel HD Graphics 4600,Intel,BXC80646I54570S,LGA1150,,False
AMD A10-7870K,https://pcpartpicker.com/product/DBbkcf/amd-cpu-ad787kxdi44jc,4,3.9,4.1,Steamroller,95,Radeon R7 (on-die),AMD,AD787KXDI44JC,FM2+,,False
Intel Pentium G3470,https://pcpartpicker.com/product/Ljp323/intel-cpu-cm8064601482520,2,3.6,,Haswell Refresh,53,Intel HD Graphics,Intel,CM8064601482520,LGA1150,,False
Intel Core i3-6300,https://pcpartpicker.com/product/tPnG3C/intel-cpu-cm8066201926905,2,3.8,,Skylake,51,Intel HD Graphics 530,Intel,CM8066201926905,LGA1151,64.0,True
Intel Pentium G4500,https://pcpartpicker.com/product/BNqbt6/intel-cpu-cm8066201927319,2,3.5,,Skylake,51,Intel HD Graphics 530,Intel,CM8066201927319,LGA1151,64.0,True
Intel Xeon E3-1280 V5,https://pcpartpicker.com/product/468H99/intel-cpu-cm8066201921607,4,3.7,4.0,Skylake,80,,Intel,CM8066201921607,LGA1151,64.0,True
Intel Xeon E3-1245 V5,https://pcpartpicker.com/product/LhtWGX/intel-cpu-cm8066201934913,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,Intel,CM8066201934913,LGA1151,64.0,True
AMD Opteron 6328,https://pcpartpicker.com/product/NHCwrH/amd-cpu-os6328wkt8ghkwof,8,3.2,3.8,Piledriver,115,,AMD,OS6328WKT8GHKWOF,G34,,False
Intel Pentium G3260,https://pcpartpicker.com/product/qBjWGX/intel-cpu-cm8064601482506,2,3.3,,Haswell Refresh,53,Intel HD Graphics,Intel,CM8064601482506,LGA1150,,False
AMD A6-7470K,https://pcpartpicker.com/product/mXyxFT/amd-cpu-ad747kybjcbox,2,3.7,4.0,Steamroller,65,Radeon R5 (on die),AMD,AD747KYBJCBOX,FM2+,,False
AMD A10-7890K,https://pcpartpicker.com/product/FRvZxr/amd-cpu-ad789kxdi44jc,4,4.1,4.3,Steamroller,95,Radeon R7 (on-die),AMD,AD789KXDI44JC,FM2+,,False
Intel Core i7-6800K,https://pcpartpicker.com/product/Zgbkcf/intel-cpu-bxc80671i76800k,6,3.4,3.6,Broadwell,140,,Intel,BXC80671I76800K,LGA2011-3,,False
Intel Core i7-6850K,https://pcpartpicker.com/product/fY98TW/intel-cpu-bxc80671i76850k,6,3.6,3.8,Broadwell,140,,Intel,BXC80671I76850K,LGA2011-3,,False
Intel Core i3-7300,https://pcpartpicker.com/product/vxkwrH/intel-core-i3-7300-40ghz-dual-core-oemtray-processor-cm8067703014426,2,4.0,,Kaby Lake,51,Intel HD Graphics 630,Intel,CM8067703014426,LGA1151,64.0,True
Intel Celeron G3950,https://pcpartpicker.com/product/Ytqbt6/intel-celeron-g3950-30ghz-dual-core-oemtray-processor-cm8067703015716,2,3.0,,Kaby Lake,51,Intel HD Graphics 610,Intel,CM8067703015716,LGA1151,64.0,True
Intel Core i3-7101TE,https://pcpartpicker.com/product/tqX2FT/intel-core-i3-7101te-34ghz-dual-core-oemtray-processor-cm8067702867061,2,3.4,,Kaby Lake,35,Intel HD Graphics 610,Intel,CM8067702867061,LGA1151,64.0,True
Intel Core i3-7100T,https://pcpartpicker.com/product/KbZ2FT/intel-core-i3-7100t-34ghz-dual-core-processor-bxc80677i37100t,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,Intel,BXC80677I37100T,LGA1151,64.0,True
Intel Core i5-7400T,https://pcpartpicker.com/product/ksBrxr/intel-core-i5-7400t-24ghz-quad-core-processor-bxc80677i57400t,4,2.4,3.0,Kaby Lake,35,Intel HD Graphics 630,Intel,BXC80677I57400T,LGA1151,64.0,False
Intel Core i5-7600T,https://pcpartpicker.com/product/fjKhP6/intel-core-i5-7600t-28ghz-quad-core-processor-bxc80677i57600t,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,Intel,BXC80677I57600T,LGA1151,64.0,False
Intel Core i7-7700T,https://pcpartpicker.com/product/MgNypg/intel-core-i7-7700t-29ghz-quad-core-processor-bxc80677i77700t,4,2.9,3.8,Kaby Lake,35,Intel HD Graphics 630,Intel,BXC80677I77700T,LGA1151,64.0,False
Intel Core i9-7900X,https://pcpartpicker.com/product/MG8H99/intel-core-i9-7900x-33ghz-10-core-processor-bxc80673i97900x,10,3.3,4.5,Skylake,140,,Intel,BXC80673I97900X,LGA2066,128.0,False
Intel Xeon E5-2450V2,https://pcpartpicker.com/product/QmGj4D/intel-xeon-e5-2450v2-25ghz-8-core-processor-bx80634e52450v2,8,2.5,3.3,Ivy Bridge,95,,Intel,BX80634E52450V2,LGA1356,384.0,True
AMD Athlon X4 970,https://pcpartpicker.com/product/jkCrxr/amd-athlon-x4-970-38ghz-quad-core-oemtray-processor-ad970xaum44ab,4,3.8,4.0,Excavator,65,,AMD,AD970XAUM44AB,AM4,,False
AMD A6-9550,https://pcpartpicker.com/product/TTdFf7/amd-a6-9550-38ghz-dual-core-processor-ad9550agabbox,2,3.8,4.0,Excavator,65,Radeon R5 (on die),AMD,AD9550AGABBOX,AM4,,False
AMD Athlon X4 940,https://pcpartpicker.com/product/YCs8TW/amd-athlon-x4-940-32ghz-quad-core-processor-ad940xagabbox,4,3.2,3.6,Excavator,65,,AMD,AD940XAGABBOX,AM4,,False
Intel Core i7-870S,https://pcpartpicker.com/product/92kj4D/intel-core-i7-870s-267ghz-quad-core-oemtray-processor-bv80605004494ab,4,2.667,,Nehalem,82,,Intel,BV80605004494AB,LGA1156,16.0,False
Intel Core i7-870S,https://pcpartpicker.com/product/7Gkj4D/intel-core-i7-870s-267ghz-quad-core-processor-bx80605i7870s,4,2.667,,Nehalem,82,,Intel,BX80605I7870S,LGA1156,16.0,False
Intel Celeron G4920,https://pcpartpicker.com/product/VJm323/intel-celeron-g4920-32ghz-dual-core-oemtray-processor-cm8068403378011,2,3.2,,Coffee Lake,65,Intel UHD Graphics 610,Intel,CM8068403378011,LGA1151,64.0,True
Intel Xeon E5-2665,https://pcpartpicker.com/product/CHm323/intel-xeon-e5-2665-24-ghz-8-core-oemtray-processor-cm8062101143101,8,2.4,3.1,Sandy Bridge,115,,Intel,CM8062101143101,LGA2011,,True
Intel Core i3-9320,https://pcpartpicker.com/product/gttKHx/intel-core-i3-9320-37-ghz-quad-core-oemtray-processor-cm8068403376914,4,3.7,4.4,Coffee Lake Refresh,62,,Intel,CM8068403376914,LGA1151,64.0,True
Intel Core i3-9350K,https://pcpartpicker.com/product/3ypmP6/intel-core-i3-9350k-4-ghz-quad-core-oemtray-processor-cm8068403376821,4,4.0,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,Intel,CM8068403376821,LGA1151,64.0,True
Intel Xeon E-2174G,https://pcpartpicker.com/product/Rsw7YJ/intel-xeon-e-2174g-38-thz-quad-core-processor-bx80684e2174g,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,Intel,BX80684E2174G,LGA1151,64.0,True
Intel Xeon E-2104G,https://pcpartpicker.com/product/4qRgXL/intel-xeon-e-2104g-32-thz-quad-core-oemtray-processor-cm8068403653917,4,3.2,,Coffee Lake,65,Intel HD Graphics P630,Intel,CM8068403653917,LGA1151,64.0,True
Intel Xeon E-2244G,https://pcpartpicker.com/product/NQPgXL/intel-xeon-e-2244g-38-thz-quad-core-oemtray-processor-cm8068404175105,4,3.8,4.8,Coffee Lake Refresh,71,Intel HD Graphics P630,Intel,CM8068404175105,LGA1151,128.0,True
Intel Xeon E-2124,https://pcpartpicker.com/product/2kQG3C/intel-xeon-e-2124-33-thz-quad-core-oemtray-processor-cm8068403654414,4,3.3,4.3,Coffee Lake,71,,Intel,CM8068403654414,LGA1151,64.0,True
Intel Pentium G3240,https://pcpartpicker.com/product/VxH8TW/intel-pentium-g3240-31-ghz-dual-core-oemtray-processor-cm8064601562018,2,3.1,,Haswell Refresh,53,Intel HD Graphics,Intel,CM8064601562018,LGA1150,,False
Intel Core i5-4670T,https://pcpartpicker.com/product/sKrqqs/intel-core-i5-4670t-23-ghz-quad-core-oemtray-processor-cm8064601466003,4,2.3,,Haswell,45,Intel HD Graphics 4600,Intel,CM8064601466003,LGA1150,,False
AMD A8-7670K,https://pcpartpicker.com/product/WPnG3C/amd-cpu-ad767kxbjcbox,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),AMD,AD767KXBJCBOX,FM2+,,False
AMD Athlon II X3 425,https://pcpartpicker.com/product/Hmzv6h/amd-cpu-adx425wfgibox,3,2.7,,K10,95,,AMD,ADX425WFGIBOX,AM3,,False
AMD Athlon II X3 435,https://pcpartpicker.com/product/qZmLrH/amd-cpu-adx435wfgibox,3,2.9,,K10,95,,AMD,ADX435WFGIBOX,AM3,,False
AMD Athlon II X3 435,https://pcpartpicker.com/product/Kt2kcf/amd-cpu-adx435wfgmbox,3,2.9,,K10,95,,AMD,ADX435WFGMBOX,AM3,,False
AMD Athlon II X3 440,https://pcpartpicker.com/product/QHFPxr/amd-cpu-adx440wfgibox,3,3.0,,K10,95,,AMD,ADX440WFGIBOX,AM3,,False
AMD Athlon II X3 440,https://pcpartpicker.com/product/F2DwrH/amd-cpu-adx440wfgmbox,3,3.0,,K10,95,,AMD,ADX440WFGMBOX,AM3,,False
AMD Athlon II X4 635,https://pcpartpicker.com/product/bMH323/amd-cpu-adx635wfgmbox,4,2.9,,K10,95,,AMD,ADX635WFGMBOX,AM3,,False
AMD Phenom II X3 710,https://pcpartpicker.com/product/6HFPxr/amd-cpu-hdx710wfgibox,3,2.6,,K10,95,,AMD,HDX710WFGIBOX,AM3,,False
AMD Phenom II X4 805,https://pcpartpicker.com/product/zDvRsY/amd-cpu-hdx805wfgibox,4,2.5,,K10,95,,AMD,HDX805WFGIBOX,AM3,,False
AMD Phenom II X4 910,https://pcpartpicker.com/product/TyNp99/amd-cpu-hdx910wfgibox,4,2.6,,K10,95,,AMD,HDX910WFGIBOX,AM3,,False
AMD Phenom II X4 945,https://pcpartpicker.com/product/nDvRsY/amd-cpu-hdx945wfgibox,4,3.0,,K10,125,,AMD,HDX945WFGIBOX,AM3,,False
AMD Athlon II X2 235e,https://pcpartpicker.com/product/ws7wrH/amd-cpu-ad235ehdgqbox,2,2.7,,K10,45,,AMD,AD235EHDGQBOX,AM3,,False
AMD Athlon II X2 245e,https://pcpartpicker.com/product/CYZQzy/amd-cpu-ad245ehdgmbox,2,2.9,,K10,45,,AMD,AD245EHDGMBOX,AM3,,False
AMD Athlon II X3 405e,https://pcpartpicker.com/product/Pr8Zxr/amd-cpu-ad405ehdgmbox,3,2.3,,K10,45,,AMD,AD405EHDGMBOX,AM3,,False
AMD Athlon II X4 610e,https://pcpartpicker.com/product/hHFPxr/amd-cpu-ad610edgmbox,4,2.4,,K10,45,,AMD,AD610EDGMBOX,AM3,,False
AMD Phenom II X3 705e,https://pcpartpicker.com/product/HyNp99/amd-cpu-hd705eocgibox,3,2.5,,K10,65,,AMD,HD705EOCGIBOX,AM3,,False
AMD Phenom II X4 910e,https://pcpartpicker.com/product/qF6BD3/amd-cpu-hd910eocgmbox,4,2.6,,K10,65,,AMD,HD910EOCGMBOX,AM3,,False
